D	SN	WD	KD	KG	KN	SG	SD	ŚD	MD	WN	WG	ŚG	ŚN	gesture_id
0.367816091954023	0.7291666666666679	0.5086206896551726	0.15976331360946716	0.3938618925831202	1.0	0.1575757575757577	0.5681818181818183	0.821596244131455	1.0	1.0	0.2142857142857144	0.7142857142857135	0.204081632653061	1
0.35057471264367823	0.7083333333333357	0.5258620689655173	0.14792899408283988	0.3989769820971868	1.0	0.1393939393939394	0.5454545454545454	0.7981220657276995	0.9770992366412212	1.0	0.2142857142857144	0.761904761904761	0.22448979591836693	1
0.35632183908045967	0.7291666666666679	0.521551724137931	0.14792899408283988	0.3938618925831202	1.0	0.1393939393939394	0.5227272727272729	0.765258215962441	0.9732824427480913	1.0	0.2142857142857144	0.761904761904761	0.2857142857142856	1
0.35057471264367823	0.7083333333333357	0.5172413793103448	0.14201183431952646	0.38107416879795386	1.0	0.1515151515151516	0.5075757575757578	0.7558685446009386	0.9847328244274807	1.0	0.2142857142857144	0.761904761904761	0.36734693877551017	1
0.3448275862068966	0.6875	0.5043103448275863	0.13017751479289918	0.38363171355498726	1.0	0.1393939393939394	0.49242424242424265	0.793427230046948	0.9160305343511448	1.0	0.2142857142857144	0.7142857142857135	0.3469387755102038	1
0.32183908045977017	0.7291666666666679	0.4956896551724137	0.17751479289940786	0.4194373401534527	1.0	0.1393939393939394	0.4621212121212124	0.784037558685446	0.9083969465648853	1.0	0.17857142857142883	0.7142857142857135	0.3061224489795915	1
0.32183908045977017	0.7083333333333357	0.4956896551724137	0.13017751479289918	0.40409207161125316	1.0	0.1454545454545455	0.44696969696969724	0.793427230046948	0.9122137404580153	1.0	0.17857142857142883	0.761904761904761	0.3265306122448979	1
0.4022988505747127	0.7083333333333357	0.5732758620689653	0.10650887573964463	0.3989769820971868	1.0	0.23636363636363633	0.4621212121212124	0.8873239436619715	0.8931297709923665	1.0	0.17857142857142883	0.761904761904761	0.2857142857142856	1
0.43678160919540243	0.6875	0.5086206896551726	0.08875739644970393	0.3989769820971868	1.0	0.19999999999999996	0.44696969696969724	0.8873239436619715	0.8893129770992365	1.0	0.17857142857142883	0.8095238095238084	0.7959183673469385	1
0.48275862068965525	0.7708333333333357	0.5172413793103448	0.07692307692307665	0.40664961636828634	1.0	0.3393939393939396	0.49242424242424265	0.929577464788732	0.8473282442748089	1.0	0.17857142857142883	0.761904761904761	0.3469387755102038	1
0.7586206896551726	0.8333333333333357	0.75	0.390532544378698	0.44757033248081834	1.0	0.18787878787878798	0.48484848484848486	1.0	0.7480916030534348	1.0	0.14285714285714324	0.8095238095238084	0.36734693877551017	1
0.5459770114942528	0.8958333333333357	0.603448275862069	0.3254437869822482	0.42710997442455245	1.0	0.1575757575757577	0.43939393939393945	0.8638497652582156	0.729007633587786	0.5	0.14285714285714324	0.8095238095238084	0.22448979591836693	1
0.5689655172413794	0.8333333333333357	0.8836206896551722	0.195266272189349	0.4194373401534527	1.0	0.18787878787878798	0.4621212121212124	0.9953051643192485	0.7251908396946565	1.0	0.14285714285714324	0.7142857142857135	0.2857142857142856	1
0.4885057471264367	0.7916666666666679	0.7672413793103448	0.18343195266272172	0.42199488491048587	1.0	0.2969696969696971	0.44696969696969724	0.953051643192488	0.7175572519083966	1.0	0.14285714285714324	0.761904761904761	0.3061224489795915	1
0.49425287356321856	0.7708333333333357	0.6939655172413794	0.18343195266272172	0.4347826086956522	1.0	0.19999999999999996	0.4242424242424243	0.892018779342723	0.6984732824427478	1.0	0.14285714285714324	0.761904761904761	0.3877551020408161	1
0.47126436781609193	0.6875	0.6896551724137931	0.16568047337278102	0.39130434782608703	1.0	0.18181818181818188	0.40909090909090917	0.896713615023474	0.6755725190839694	1.0	0.14285714285714324	0.7142857142857135	0.3469387755102038	1
0.4597701149425286	0.6666666666666679	0.6422413793103448	0.15384615384615374	0.36317135549872115	1.0	0.1272727272727272	0.40909090909090917	0.9107981220657275	0.6564885496183206	1.0	0.14285714285714324	0.7142857142857135	0.2857142857142856	1
0.4022988505747127	0.625	0.6206896551724137	0.1183431952662719	0.34526854219948844	1.0	0.1515151515151516	0.40909090909090917	0.924882629107981	0.6488549618320607	1.0	0.14285714285714324	0.6666666666666661	0.22448979591836693	1
0.38505747126436773	0.6041666666666679	0.6077586206896552	0.07692307692307665	0.33759590792838867	1.0	0.11515151515151523	0.40909090909090917	0.868544600938967	0.6946564885496183	1.0	0.14285714285714324	0.6190476190476186	0.16326530612244872	1
0.4022988505747127	0.625	0.6206896551724137	0.08284023668639051	0.3273657289002557	1.0	0.1272727272727272	0.39393939393939403	0.849765258215962	0.6297709923664119	1.0	0.14285714285714324	0.761904761904761	0.2857142857142856	1
0.5	0.6458333333333357	0.5818965517241379	0.08875739644970393	0.3273657289002557	1.0	0.1333333333333333	0.4696969696969697	0.8309859154929575	0.5954198473282442	1.0	0.14285714285714324	0.33333333333333215	0.3469387755102038	1
0.3908045977011494	0.6458333333333357	0.5948275862068964	0.14201183431952646	0.33759590792838867	1.0	0.1454545454545455	0.40909090909090917	0.9389671361502345	0.6030534351145036	1.0	0.14285714285714324	0.2857142857142847	0.3061224489795915	1
0.33333333333333326	0.6458333333333357	0.5431034482758621	0.08284023668639051	0.3350383631713555	1.0	0.16969696969696968	0.38636363636363624	0.868544600938967	0.6221374045801524	1.0	0.14285714285714324	0.23809523809523725	0.18367346938775508	1
0.27586206896551735	0.6041666666666679	0.5387931034482758	0.06508875739644937	0.3299232736572889	1.0	0.10303030303030303	0.36363636363636376	0.8591549295774645	0.5839694656488548	1.0	0.14285714285714324	0.14285714285714235	0.1428571428571428	1
0.26436781609195403	0.5625	0.5301724137931032	0.05917159763313595	0.3299232736572889	1.0	0.09090909090909083	0.35606060606060597	0.821596244131455	0.5572519083969465	1.0	0.14285714285714324	0.04761904761904745	0.2448979591836733	1
0.28735632183908044	0.5416666666666679	0.5172413793103448	0.05917159763313595	0.3171355498721228	1.0	0.06666666666666665	0.35606060606060597	0.8262910798122065	0.549618320610687	1.0	0.14285714285714324	0.04761904761904745	0.2857142857142856	1
0.26436781609195403	0.5416666666666679	0.5043103448275863	0.04733727810650867	0.31969309462915596	1.0	0.06666666666666665	0.34090909090909083	0.793427230046948	0.5343511450381677	0.5	0.14285714285714324	0.0	0.2857142857142856	1
0.26436781609195403	0.5416666666666679	0.4956896551724137	0.041420118343195256	0.32225063938618914	1.0	0.06060606060606055	0.3333333333333335	0.793427230046948	0.5305343511450382	0.5	0.14285714285714324	0.0	0.2653061224489792	1
0.24712643678160928	0.5625	0.47413793103448265	0.035502958579881394	0.32225063938618914	1.0	0.054545454545454675	0.3257575757575757	0.7981220657276995	0.5190839694656488	0.5	0.14285714285714324	0.0	0.2857142857142856	1
0.24712643678160928	0.5416666666666679	0.4655172413793105	0.035502958579881394	0.3401534526854221	1.0	0.054545454545454675	0.31818181818181834	0.7699530516431925	0.5152671755725189	0.5	0.14285714285714324	0.0	0.2448979591836733	1
0.2701149425287357	0.5208333333333357	0.47844827586206895	0.029585798816567976	0.32480818414322254	1.0	0.054545454545454675	0.31818181818181834	0.7746478873239435	0.5076335877862594	0.5	0.14285714285714324	0.0	0.2857142857142856	1
0.2528735632183907	0.5208333333333357	0.47844827586206895	0.029585798816567976	0.3273657289002557	1.0	0.06060606060606055	0.3257575757575757	0.7746478873239435	0.5305343511450382	0.5	0.17857142857142883	0.04761904761904745	0.3877551020408161	1
0.29885057471264376	0.5208333333333357	0.48275862068965525	0.029585798816567976	0.3171355498721228	1.0	0.06060606060606055	0.31818181818181834	0.765258215962441	0.5038167938931295	0.5	0.17857142857142883	0.04761904761904745	0.6530612244897958	1
0.2931034482758621	0.5416666666666679	0.47413793103448265	0.041420118343195256	0.3145780051150896	1.0	0.08484848484848495	0.35606060606060597	0.793427230046948	0.610687022900763	0.5	0.17857142857142883	0.04761904761904745	0.6530612244897958	1
0.2931034482758621	0.5416666666666679	0.4612068965517242	0.035502958579881394	0.3120204603580562	1.0	0.10909090909090913	0.34090909090909083	0.765258215962441	0.561068702290076	0.5	0.2142857142857144	0.0952380952380949	0.6734693877551017	1
0.3160919540229885	0.5416666666666679	0.521551724137931	0.1360946745562126	0.34271099744245526	1.0	0.11515151515151523	0.3333333333333335	0.84037558685446	0.5877862595419847	0.5	0.9642857142857153	0.42857142857142705	0.2857142857142856	1
0.23563218390804597	0.6041666666666679	0.4956896551724137	0.12426035502958577	0.3273657289002557	1.0	0.10303030303030303	0.31818181818181834	0.76056338028169	0.5419847328244272	0.5	0.9642857142857153	0.23809523809523725	0.2857142857142856	1
0.26436781609195403	0.5833333333333357	0.4913793103448274	0.15384615384615374	0.3401534526854221	1.0	0.09090909090909083	0.31818181818181834	0.7511737089201875	0.5152671755725189	0.5	1.0	0.23809523809523725	0.2857142857142856	1
0.24137931034482762	0.5416666666666679	0.4568965517241379	0.15976331360946716	0.3299232736572889	1.0	0.12121212121212133	0.3030303030303032	0.7511737089201875	0.5114503816793889	0.5	0.9642857142857153	0.1904761904761898	0.2448979591836733	1
0.21264367816091956	0.5208333333333357	0.4525862068965516	0.15976331360946716	0.32480818414322254	1.0	0.09696969696969693	0.2954545454545454	0.7699530516431925	0.49618320610687006	0.5	0.9642857142857153	0.0952380952380949	0.16326530612244872	1
0.22413793103448287	0.5625	0.43965517241379315	0.13017751479289918	0.32225063938618914	1.0	0.07272727272727275	0.2954545454545454	0.7558685446009386	0.4885496183206106	0.5	1.0	0.0952380952380949	0.16326530612244872	1
0.24712643678160928	0.5416666666666679	0.43534482758620685	0.1360946745562126	0.3120204603580562	1.0	0.12121212121212133	0.28787878787878807	0.7511737089201875	0.48091603053435117	0.5	1.0	0.0952380952380949	0.204081632653061	1
0.23563218390804597	0.5416666666666679	0.43534482758620685	0.1360946745562126	0.309462915601023	1.0	0.10303030303030303	0.27272727272727293	0.7793427230046945	0.5038167938931295	0.5	0.8928571428571423	0.0952380952380949	0.22448979591836693	1
0.27586206896551735	0.5	0.43103448275862055	0.14792899408283988	0.31969309462915596	1.0	0.12121212121212133	0.27272727272727293	0.7746478873239435	0.5687022900763359	0.5	0.4642857142857153	0.0952380952380949	0.2653061224489792	1
0.26436781609195403	0.5208333333333357	0.4137931034482758	0.1360946745562126	0.3171355498721228	1.0	0.11515151515151523	0.26515151515151514	0.7746478873239435	0.5229007633587783	0.5	0.39285714285714235	0.2857142857142847	0.22448979591836693	1
0.2298850574712643	0.4583333333333357	0.4181034482758621	0.13017751479289918	0.32480818414322254	1.0	0.09090909090909083	0.2575757575757578	0.7746478873239435	0.5229007633587783	0.5	0.39285714285714235	0.2857142857142847	0.1428571428571428	1
0.23563218390804597	0.47916666666666785	0.4137931034482758	0.11242603550295849	0.31969309462915596	1.0	0.11515151515151523	0.2575757575757578	0.8309859154929575	0.5114503816793889	0.5	0.4285714285714288	0.23809523809523725	0.204081632653061	1
0.22413793103448287	0.47916666666666785	0.4137931034482758	0.1183431952662719	0.3171355498721228	1.0	0.1333333333333333	0.2575757575757578	0.7746478873239435	0.5687022900763359	0.5	0.4285714285714288	0.23809523809523725	0.2857142857142856	1
0.22413793103448287	0.4583333333333357	0.4051724137931032	0.1183431952662719	0.309462915601023	1.0	0.10303030303030303	0.2575757575757578	0.7464788732394365	0.5229007633587783	0.5	0.4642857142857153	0.23809523809523725	0.2653061224489792	1
0.2298850574712643	0.4583333333333357	0.40086206896551735	0.10650887573964463	0.30179028132992325	1.0	0.10909090909090913	0.25	0.7464788732394365	0.5	0.5	0.4642857142857153	0.23809523809523725	0.2448979591836733	1
0.21839080459770122	0.4583333333333357	0.39655172413793105	0.10059171597633121	0.30434782608695643	1.0	0.09696969696969693	0.25	0.7276995305164315	0.4770992366412212	0.5	0.5	0.23809523809523725	0.18367346938775508	1
0.2528735632183907	0.4583333333333357	0.39655172413793105	0.1183431952662719	0.30434782608695643	1.0	0.09696969696969693	0.25	0.7230046948356805	0.4770992366412212	0.0	0.5	0.2857142857142847	0.16326530612244872	1
0.2528735632183907	0.4583333333333357	0.40086206896551735	0.13017751479289918	0.29923273657289007	1.0	0.09696969696969693	0.24242424242424265	0.708920187793427	0.46183206106870234	0.0	0.5	0.2857142857142847	0.22448979591836693	1
0.26436781609195403	0.47916666666666785	0.4051724137931032	0.1360946745562126	0.2915601023017903	1.0	0.10303030303030303	0.23484848484848486	0.6995305164319245	0.446564885496183	0.5	0.5	0.23809523809523725	0.2448979591836733	1
0.26436781609195403	0.47916666666666785	0.40086206896551735	0.11242603550295849	0.2941176470588235	1.0	0.09090909090909083	0.22727272727272751	0.685446009389671	0.43893129770992356	0.5	0.5	0.23809523809523725	0.2857142857142856	1
0.24137931034482762	0.5	0.40086206896551735	0.10650887573964463	0.2915601023017903	1.0	0.09090909090909083	0.23484848484848486	0.685446009389671	0.4351145038167936	0.5	0.5	0.23809523809523725	0.2448979591836733	1
